"","X","id","Q1","Q2","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","density","areapc"
"4523",4614,1276,2,2,1,"江西省","九江市",NA,3,3,71,4,4,1,"2022/12/20",4,2,5,2,237.3556066,17.75
"4524",4615,2258,2,1,2,"江西省","景德镇",NA,6,1,100,5,5,2,"",0,3,3,5,301.5144048,20
"4525",4616,2310,1,2,1,"江西省","九江市",NA,4,2,155,3,3,1,"2022/12/15",4,5,5,5,237.3556066,51.6666666666667
"4526",4617,494,2,2,2,"江西省","鹰潭市",NA,5,1,145,3,3,1,"2022/12/26",4,5,5,3,322.0135038,48.3333333333333
"4527",4618,890,1,3,1,"江西省","新余市",NA,4,2,93,3,2,1,"2022/12/22",4,2,4,2,371.5785056,31
"4528",4619,1771,2,3,2,"江西省","南昌市",NA,6,1,145,5,5,1,"2022/12/19",4,5,5,5,862.8477395,29
"4529",4620,847,2,3,2,"江西省","上饶市",NA,6,1,135,5,3,1,"2022/12/23",3,4,5,5,282.5637117,27
"4530",4621,2469,1,2,1,"江西省","九江市",NA,3,4,124,3,2,1,"2022/12/18",3,5,6,5,237.3556066,41.3333333333333
"4531",4622,406,1,2,1,"江西省","南昌市",NA,5,4,90,4,3,1,"2022/12/20",3,4,5,5,862.8477395,22.5
"4532",4623,1755,2,4,2,"江西省","南昌市",NA,4,2,125,6,2,1,"2022/12/10",2,6,5,5,862.8477395,20.8333333333333
"4533",4624,2072,2,2,2,"江西省","吉安市",NA,5,2,143,3,3,1,"2022/12/14",2,3,4,4,171.2605907,47.6666666666667
"4534",4625,211,1,3,1,"江西省","南昌市",NA,2,4,95,4,3,1,"2022/12/15",4,5,5,5,862.8477395,23.75
"4535",4626,1981,2,2,1,"江西省","宜春市",NA,5,10,91,4,4,1,"2022/12/26",4,2,5,2,263.6107555,22.75
"4536",4627,1024,2,2,2,"江西省","赣州市",NA,4,1,82,4,3,1,"2022/12/25",4,2,5,2,219.8623751,20.5
"4537",4628,2094,2,3,1,"江西省","萍乡市",NA,4,6,115,3,2,1,"2022/11/27",4,4,5,5,463.8581885,38.3333333333333
"4538",4629,840,1,2,2,"江西省","鹰潭市",NA,6,1,132,3,3,1,"2022/12/18",2,5,5,5,322.0135038,44
"4539",4630,488,1,2,1,"江西省","萍乡市",NA,2,4,139,4,3,1,"2023/1/29",2,5,5,5,463.8581885,34.75
"4540",4631,1220,1,4,1,"江西省","南昌市",NA,1,8,60,4,3,1,"2022/12/8",3,3,3,3,862.8477395,15
"4541",4632,627,2,5,1,"江西省","南昌市",NA,4,2,105,2,2,1,"2022/12/16",4,4,5,5,862.8477395,52.5
"4542",4633,2452,1,2,1,"江西省","抚州市",NA,3,2,135,3,3,1,"2022/12/25",3,5,5,5,192,45
"4543",4634,209,1,4,2,"江西省","抚州市",NA,3,3,134,5,4,1,"2022/12/30",2,3,4,4,192,26.8
"4544",4635,1922,1,2,1,"江西省","吉安市",NA,3,4,123,4,3,1,"2022/12/30",4,4,5,2,171.2605907,30.75
"4545",4636,642,2,2,1,"江西省","南昌市",NA,3,2,175,3,2,1,"2022/12/20",4,6,5,6,862.8477395,58.3333333333333
"4546",4637,1965,2,4,1,"江西省","南昌市",NA,3,2,110,3,2,1,"2022/12/23",3,5,5,5,862.8477395,36.6666666666667
"4547",4638,2112,1,2,2,"江西省","九江市",NA,5,3,110,4,2,1,"2023/1/4",2,4,5,5,237.3556066,27.5
"4548",4639,1363,2,2,1,"江西省","赣州市",NA,2,3,130,3,2,1,"2023/1/10",2,5,5,5,219.8623751,43.3333333333333
"4549",4640,823,2,2,1,"江西省","南昌市",NA,5,3,120,5,5,1,"2022/12/20",1,4,4,4,862.8477395,24
"4550",4641,470,2,3,1,"江西省","南昌市",NA,3,2,115,4,2,2,"",0,4,3,3,862.8477395,28.75
"4551",4642,2180,2,2,2,"江西省","抚州市",NA,6,1,200,4,3,1,"2022/12/25",3,4,5,5,192,50
"4552",4643,1962,2,2,1,"江西省","南昌市",NA,3,2,100,6,3,1,"2022/12/26",3,5,5,5,862.8477395,16.6666666666667
"4553",4644,252,2,2,1,"江西省","南昌市",NA,2,2,131,3,3,1,"2022/12/24",2,5,5,2,862.8477395,43.6666666666667
"4554",4645,830,1,2,1,"江西省","赣州市",NA,2,4,93,4,4,1,"2023/1/2",3,3,5,3,219.8623751,23.25
"4555",4646,1356,2,2,1,"江西省","南昌市",NA,5,3,81,5,5,1,"2022/12/21",4,3,5,5,862.8477395,16.2
"4556",4647,1598,2,2,1,"江西省","南昌市",NA,2,10,43,3,2,1,"2022/12/26",4,3,4,4,862.8477395,14.3333333333333
"4557",4648,723,1,2,1,"江西省","南昌市",NA,3,10,100,3,3,1,"2022/10/29",1,5,5,4,862.8477395,33.3333333333333
"4558",4649,1052,2,3,1,"江西省","赣州市",NA,2,5,100,4,3,1,"2022/12/20",4,4,4,4,219.8623751,25
"4559",4650,1617,2,3,1,"江西省","九江市",NA,2,2,132,2,2,1,"2022/12/22",3,5,5,3,237.3556066,66
"4560",4651,2192,2,2,1,"江西省","赣州市",NA,1,3,159,5,2,2,"",0,5,5,3,219.8623751,31.8
"4561",4652,829,2,2,1,"江西省","南昌市",NA,1,5,100,6,4,1,"2022/12/6",4,5,5,5,862.8477395,16.6666666666667
"4562",4653,137,1,2,2,"江西省","抚州市",NA,5,2,115,4,3,1,"2022/12/9",4,3,5,2,192,28.75
"4563",4654,1913,2,4,1,"江西省","南昌市",NA,1,6,63,4,3,1,"2022/12/20",4,3,4,4,862.8477395,15.75
"4564",4655,324,2,3,1,"山东省","烟台市",NA,6,1,140,3,3,2,"",0,5,5,5,526.5463409,46.6666666666667
"4565",4656,1820,2,4,1,"山东省","济南市",NA,4,2,70,3,2,2,"",0,4,6,6,902.1,23.3333333333333
"4566",4657,63,2,2,1,"山东省","潍坊市",NA,6,1,96,4,2,1,"2022/12/17",2,4,5,4,550.6258571,24
"4567",4658,129,2,1,2,"山东省","临沂市",NA,5,1,120,5,3,2,"",0,3,3,1,658.9252821,24
"4568",4659,804,2,3,1,"山东省","烟台市",NA,2,4,120,4,2,2,"",0,4,5,5,526.5463409,30
"4569",4660,1881,1,6,2,"山东省","济南市",NA,3,2,114,2,2,2,"",0,5,5,5,902.1,57
"4570",4661,1648,2,2,1,"山东省","东营市",NA,3,2,145,4,2,1,"2022/12/8",4,5,5,5,285.785461,36.25
"4571",4662,1091,1,4,1,"山东省","青岛市",NA,4,2,125,6,4,1,"2022/12/16",4,5,3,5,942.3945499,20.8333333333333
"4572",4663,2171,2,2,1,"山东省","日照市",NA,2,4,96,5,3,2,"",0,3,5,4,545.8256382,19.2
"4573",4664,1016,2,2,1,"山东省","济南市",NA,1,6,120,3,2,1,"2022/12/25",2,4,5,5,902.1,40
"4574",4665,2034,2,2,1,"山东省","淄博市",NA,2,1,175,3,1,1,"2022/12/26",4,6,5,3,791.5198466,58.3333333333333
"4575",4666,927,2,1,2,"山东省","济宁市",NA,6,2,200,5,3,2,"",0,4,3,3,738.428326,40
"4576",4667,1399,2,3,2,"山东省","济南市",NA,4,1,105,5,4,1,"2022/12/14",4,4,4,5,902.1,21
"4577",4668,539,1,3,1,"山东省","济南市",NA,5,3,80,3,2,1,"2022/12/23",3,4,3,3,902.1,26.6666666666667
"4578",4669,1692,1,1,1,"山东省","烟台市",NA,5,2,125,4,3,1,"2023/1/6",4,5,3,7,526.5463409,31.25
"4579",4670,1613,2,4,1,"山东省","青岛市",NA,4,4,96,5,2,1,"2022/12/22",3,2,3,4,942.3945499,19.2
"4580",4671,860,1,4,1,"山东省","淄博市",NA,4,10,86,4,3,1,"2022/12/20",4,2,3,3,791.5198466,21.5
"4581",4672,482,2,3,2,"山东省","济南市",NA,6,1,195,5,4,1,"2022/12/31",4,5,5,5,902.1,39
"4582",4673,1370,2,3,1,"山东省","济南市",NA,2,3,98,4,3,1,"2022/7/8",3,5,5,5,902.1,24.5
"4583",4674,1478,2,3,1,"山东省","济南市",NA,3,3,170,4,3,1,"2022/12/17",3,6,5,5,902.1,42.5
"4584",4675,1534,1,2,1,"山东省","聊城市",NA,3,4,80,3,3,2,"",0,2,4,4,684.02185,26.6666666666667
"4585",4676,1273,2,3,2,"山东省","济南市",NA,6,1,99,4,2,1,"2022/12/28",4,5,5,4,902.1,24.75
"4586",4677,146,1,2,1,"山东省","济南市",NA,2,10,79,3,3,1,"2022/12/26",4,4,5,4,902.1,26.3333333333333
"4587",4678,2504,2,1,1,"山东省","青岛市",NA,4,2,175,6,4,2,"",0,5,3,4,942.3945499,29.1666666666667
"4588",4679,2503,2,2,1,"山东省","聊城市",NA,6,1,200,4,3,1,"2022/12/18",2,6,5,5,684.02185,50
"4589",4680,1879,1,6,2,"山东省","临沂市",NA,6,1,146,2,2,2,"",0,5,5,5,658.9252821,73
"4590",4681,196,1,3,2,"山东省","济南市",NA,4,2,71,4,3,1,"2022/12/24",4,3,5,5,902.1,17.75
"4591",4682,2222,2,2,1,"山东省","济南市",NA,4,2,115,5,5,1,"2022/12/18",4,4,5,5,902.1,23
"4592",4683,2134,1,2,1,"山东省","",NA,4,10,96,4,3,1,"2022/12/27",2,3,5,3,NA,24
"4593",4684,2518,2,1,1,"山东省","潍坊市",NA,6,1,180,7,7,1,"2022/12/23",3,5,3,5,550.6258571,25.7142857142857
"4594",4685,1094,2,2,1,"山东省","青岛市",NA,5,2,125,4,3,1,"2022/12/15",4,5,6,6,942.3945499,31.25
"4595",4686,1781,2,3,2,"山东省","济南市",NA,4,5,103,4,2,1,"2022/12/20",3,5,3,3,902.1,25.75
"4596",4687,280,1,3,1,"山东省","烟台市",NA,2,4,160,3,2,1,"2022/8/28",4,4,2,3,526.5463409,53.3333333333333
"4597",4688,2352,2,3,1,"山东省","枣庄市",NA,2,4,115,5,3,1,"2022/12/26",4,4,5,5,850.4311711,23
"4598",4689,745,2,2,1,"山东省","济南市",NA,5,3,96,6,3,2,"",0,5,5,3,902.1,16
"4599",4690,2158,1,2,1,"山东省","济南市",NA,1,3,123,4,3,2,"",0,4,5,5,902.1,30.75
"4600",4691,949,1,2,1,"山东省","济南市",NA,4,2,115,3,3,1,"2022/12/26",4,5,5,4,902.1,38.3333333333333
"4601",4692,1272,1,3,2,"山东省","潍坊市",NA,5,2,91,4,3,1,"2022/12/11",4,2,4,4,550.6258571,22.75
"4602",4693,2076,1,2,1,"山东省","济南市",NA,5,2,107,3,3,1,"2022/12/24",4,4,5,3,902.1,35.6666666666667
"4603",4694,359,1,3,1,"山东省","淄博市",NA,3,3,105,4,3,1,"2022/12/29",4,4,5,5,791.5198466,26.25
"4604",4695,1011,2,2,2,"山东省","青岛市",NA,4,2,135,5,5,1,"2022/12/10",3,3,5,3,942.3945499,27
"4605",4696,651,2,2,1,"山东省","济南市",NA,4,4,42,3,3,1,"2022/12/20",3,3,4,2,902.1,14
"4606",4697,1776,1,1,2,"山东省","济南市",NA,5,2,104,4,3,1,"2022/12/4",3,5,3,5,902.1,26
"4607",4698,576,2,2,1,"山东省","济南市",NA,4,2,75,4,3,1,"2022/12/22",4,3,5,5,902.1,18.75
"4608",4699,1569,1,1,1,"山东省","烟台市",NA,4,6,97,3,3,1,"2022/12/22",3,2,3,3,526.5463409,32.3333333333333
"4609",4700,901,2,4,1,"山东省","菏泽市",NA,2,4,97,4,2,1,"2022/12/15",2,4,5,5,722.255107,24.25
"4610",4701,1864,2,2,1,"山东省","济南市",NA,2,4,149,4,2,1,"2022/12/15",4,5,5,5,902.1,37.25
"4611",4702,376,2,3,1,"山东省","潍坊市",NA,3,5,120,4,2,1,"2022/12/20",3,4,6,4,550.6258571,30
"4612",4703,1750,2,3,1,"山东省","济南市",NA,2,4,128,3,2,1,"2022/12/15",3,5,5,5,902.1,42.6666666666667
"4613",4704,2250,1,4,1,"山东省","青岛市",NA,4,4,94,4,3,1,"2022/12/19",4,3,5,3,942.3945499,23.5
"4614",4705,1344,2,3,1,"山东省","济南市",NA,3,2,123,3,3,1,"2022/12/21",3,4,4,3,902.1,41
"4615",4706,1856,1,3,1,"山东省","青岛市",NA,2,4,123,5,3,1,"2022/12/23",4,4,6,4,942.3945499,24.6
"4616",4707,2385,2,2,1,"山东省","威海市",NA,5,2,95,5,4,1,"2022/12/26",3,3,5,4,373.6743563,19
"4617",4708,2043,1,1,1,"山东省","烟台市",NA,5,10,90,3,3,1,"2023/1/5",4,2,3,3,526.5463409,30
"4618",4709,1010,1,2,1,"山东省","德州市",NA,2,4,123,4,3,1,"2022/12/20",4,4,4,4,540.5259295,30.75
"4619",4710,1748,1,3,1,"山东省","济南市",NA,2,2,185,5,4,1,"2022/12/13",4,6,5,5,902.1,37
"4620",4711,1452,2,3,1,"山东省","聊城市",NA,2,2,121,3,2,1,"2022/12/17",3,3,5,3,684.02185,40.3333333333333
"4621",4712,419,2,2,1,"山东省","威海市",NA,2,4,122,4,3,1,"2022/12/21",4,4,5,5,373.6743563,30.5
"4622",4713,580,1,2,1,"山东省","济南市",NA,2,2,158,3,3,1,"2022/12/8",3,6,5,5,902.1,52.6666666666667
"4623",4714,2430,1,2,1,"山东省","济南市",NA,2,4,85,5,4,1,"2022/12/13",4,4,4,5,902.1,17
"4624",4715,1780,2,4,1,"山东省","济南市",NA,4,3,80,4,2,1,"2022/12/13",3,3,5,5,902.1,20
"4625",4716,1892,1,6,2,"山东省","济南市",NA,3,2,114,2,2,2,"",0,5,5,5,902.1,57
"4626",4717,1893,1,6,2,"山东省","临沂市",NA,6,1,147,2,2,2,"",0,5,5,5,658.9252821,73.5
"4627",4718,143,1,4,1,"山东省","青岛市",NA,2,3,115,4,3,1,"2022/12/23",4,4,5,5,942.3945499,28.75
"4628",4719,1966,2,2,1,"山东省","临沂市",NA,4,2,125,3,2,1,"2022/12/30",4,5,5,6,658.9252821,41.6666666666667
"4629",4720,33,1,3,1,"山东省","青岛市",NA,4,2,88,4,3,1,"2022/12/26",4,2,5,4,942.3945499,22
"4630",4721,1040,1,3,1,"山东省","济南市",NA,3,2,110,5,3,2,"",0,5,4,4,902.1,22
"4631",4722,1547,2,3,1,"山东省","青岛市",NA,3,6,98,4,3,1,"2023/1/10",3,4,5,5,942.3945499,24.5
"4632",4723,2241,2,2,2,"山东省","潍坊市",NA,6,1,195,3,2,1,"2022/12/21",4,3,4,4,550.6258571,65
"4633",4724,178,1,4,1,"山东省","临沂市",NA,3,3,125,3,2,1,"2022/12/21",4,5,4,4,658.9252821,41.6666666666667
"4634",4725,2390,1,4,1,"山东省","青岛市",NA,4,2,92,2,2,1,"2023/1/9",3,2,4,4,942.3945499,46
"4635",4726,1766,1,4,1,"山东省","济南市",NA,3,2,90,4,3,1,"2022/12/10",3,5,5,5,902.1,22.5
"4636",4727,2184,1,3,1,"山东省","济南市",NA,4,2,93,3,2,1,"2022/12/26",4,4,5,5,902.1,31
"4637",4728,2282,2,3,1,"山东省","济南市",NA,3,4,120,4,2,2,"",0,6,5,5,902.1,30
"4638",4729,261,2,4,2,"山东省","潍坊市",NA,6,1,120,4,4,1,"2022/12/25",3,4,5,5,550.6258571,30
"4639",4730,1638,2,1,2,"山东省","滨州市",NA,5,10,134,4,3,2,"",0,3,3,3,354.0640042,33.5
"4640",4731,473,2,3,1,"山东省","济南市",NA,3,3,120,3,3,1,"2023/1/15",1,5,5,5,902.1,40
"4641",4732,1996,2,3,1,"山东省","烟台市",NA,2,2,115,4,3,1,"2022/12/22",4,4,5,6,526.5463409,28.75
"4642",4733,245,1,2,1,"山东省","济南市",NA,5,4,88,5,4,2,"",0,3,5,5,902.1,17.6
"4643",4734,2459,1,3,1,"山东省","临沂市",NA,1,5,125,4,2,2,"",0,4,5,3,658.9252821,31.25
"4644",4735,1196,2,4,1,"山东省","日照市",NA,3,2,109,3,3,2,"",0,4,4,4,545.8256382,36.3333333333333
"4645",4736,1066,2,3,2,"山东省","济宁市",NA,6,1,145,4,2,2,"",0,5,5,5,738.428326,36.25
"4646",4737,1880,1,6,2,"山东省","济南市",NA,3,2,115,2,2,2,"",0,4,5,5,902.1,57.5
"4647",4738,1631,1,2,2,"山东省","济南市",NA,4,2,115,2,2,1,"2022/9/22",4,5,4,4,902.1,57.5
"4648",4739,415,1,3,1,"山东省","济南市",NA,3,2,86,1,NA,2,"",0,4,5,NA,902.1,86
"4649",4740,2149,1,5,1,"山东省","威海市",NA,3,3,110,3,3,1,"2022/12/7",3,4,3,5,373.6743563,36.6666666666667
"4650",4741,1926,2,2,1,"山东省","菏泽市",NA,3,2,120,6,3,2,"",0,4,4,3,722.255107,20
"4651",4742,1121,2,2,1,"山东省","青岛市",NA,6,1,200,6,5,1,"2022/12/28",3,6,3,2,942.3945499,33.3333333333333
"4652",4743,179,2,1,2,"山东省","临沂市",NA,5,2,105,5,3,1,"2022/12/26",3,3,3,2,658.9252821,21
"4653",4744,90,2,3,1,"山东省","烟台市",NA,5,1,200,5,2,1,"2022/12/18",3,6,5,5,526.5463409,40
"4654",4745,1223,2,4,1,"山东省","烟台市",NA,5,2,96,4,3,1,"2022/12/26",3,3,5,3,526.5463409,24
"4655",4746,177,1,2,1,"山东省","济南市",NA,2,3,125,5,3,1,"2022/12/25",4,6,6,6,902.1,25
"4656",4747,938,2,3,1,"山东省","济南市",NA,3,8,90,3,2,1,"2022/12/5",4,5,5,5,902.1,30
"4657",4748,260,2,2,1,"山东省","济宁市",NA,6,1,175,4,3,1,"2022/12/25",4,5,5,5,738.428326,43.75
"4658",4749,1461,1,1,1,"山东省","济宁市",NA,3,2,94,3,3,2,"",0,2,3,3,738.428326,31.3333333333333
"4659",4750,29,2,3,1,"山东省","济宁市",NA,4,4,110,5,3,1,"2022/12/20",2,4,4,4,738.428326,22
"4660",4751,112,2,3,2,"山东省","济南市",NA,5,2,126,7,6,1,"2022/12/20",3,4,3,3,902.1,18
"4661",4752,1972,1,3,1,"山东省","潍坊市",NA,3,3,105,3,2,1,"2022/12/22",4,4,5,6,550.6258571,35
"4662",4753,2413,1,2,2,"山东省","聊城市",NA,6,1,243,4,3,1,"2022/12/13",4,4,5,1,684.02185,60.75
"4663",4754,2481,2,4,1,"山东省","烟台市",NA,3,2,85,3,2,1,"2022/12/20",4,4,5,5,526.5463409,28.3333333333333
"4664",4755,1660,1,4,1,"山东省","济南市",NA,1,2,122,4,2,1,"2022/12/6",4,4,5,5,902.1,30.5
"4665",4756,1162,2,3,1,"山东省","济南市",NA,3,4,89,3,2,1,"2022/12/15",4,4,5,5,902.1,29.6666666666667
"4666",4757,2417,2,3,1,"山东省","枣庄市",NA,4,2,115,4,3,1,"2022/12/30",4,4,4,3,850.4311711,28.75
"4667",4758,1236,2,3,2,"山东省","济南市",NA,6,1,115,5,3,1,"2022/12/16",4,4,4,4,902.1,23
"4668",4759,2191,2,2,1,"山东省","济宁市",NA,1,1,195,4,2,1,"2022/12/25",4,4,5,5,738.428326,48.75
"4669",4760,1331,1,2,2,"山东省","聊城市",NA,6,1,200,4,4,1,"2022/12/21",3,4,5,5,684.02185,50
"4670",4761,691,1,5,2,"山东省","烟台市",NA,3,2,134,4,3,2,"",0,4,4,3,526.5463409,33.5
"4671",4762,325,2,1,2,"山东省","济南市",NA,5,2,97,4,4,1,"2022/12/19",4,5,3,6,902.1,24.25
"4672",4763,366,2,3,2,"山东省","聊城市",NA,6,1,215,5,3,1,"2022/12/25",4,5,2,6,684.02185,43
"4673",4764,865,2,3,1,"河南省","新乡市",NA,3,4,115,4,2,1,"2022/12/18",4,4,5,5,737.5733761,28.75
"4674",4765,1392,1,2,1,"河南省","郑州市",NA,2,4,89,3,1,1,"2022/12/20",1,4,5,3,1523.470631,29.6666666666667
"4675",4766,230,1,2,1,"河南省","郑州市",NA,2,2,115,3,3,1,"2022/12/24",4,4,4,3,1523.470631,38.3333333333333
"4676",4767,1000,2,2,1,"河南省","商丘市",NA,2,4,130,4,3,1,"2022/10/29",4,5,5,5,746.3227756,32.5
"4677",4768,657,2,2,1,"河南省","郑州市",NA,3,3,60,3,3,1,"2022/12/18",4,3,5,6,1523.470631,20
"4678",4769,145,1,2,2,"河南省","安阳市",NA,5,4,93,3,3,1,"2022/12/27",4,3,5,3,776.9506759,31
"4679",4770,2141,2,2,2,"河南省","平顶山",NA,4,2,129,4,3,1,"2022/12/26",4,4,5,3,622.0844821,32.25
"4680",4771,561,2,2,1,"河南省","郑州市",NA,2,2,125,4,4,1,"2022/12/14",4,5,6,6,1523.470631,31.25
"4681",4772,1390,2,2,1,"河南省","开封市",NA,2,6,121,7,3,1,"2022/12/10",3,4,5,5,752.0092209,17.2857142857143
"4682",4773,2463,2,2,1,"河南省","许昌市",NA,5,4,115,4,3,1,"2022/12/21",4,4,5,2,840.2618039,28.75
"4683",4774,349,1,2,1,"河南省","洛阳市",NA,5,4,154,1,NA,2,"",0,5,4,NA,465.5325823,154
"4684",4775,8,2,4,1,"河南省","郑州市",NA,4,5,60,3,2,1,"2022/12/15",4,3,4,4,1523.470631,20
"4685",4776,122,2,2,1,"河南省","郑州市",NA,2,3,105,5,3,1,"2022/12/25",4,5,6,5,1523.470631,21
"4686",4777,1695,2,2,1,"河南省","信阳市",NA,2,3,100,5,4,1,"2023/1/3",4,4,5,5,334.2033108,20
"4687",4778,1045,2,2,1,"河南省","郑州市",NA,2,4,120,3,1,1,"2022/12/24",4,5,5,3,1523.470631,40
"4688",4779,1812,1,3,1,"河南省","郑州市",NA,3,4,85,5,2,1,"2023/1/1",4,4,4,5,1523.470631,17
"4689",4780,904,1,2,1,"河南省","南阳市",NA,3,3,95,4,2,1,"2022/12/15",4,4,5,5,373.249311,23.75
"4690",4781,339,1,1,1,"河南省","郑州市",NA,1,1,100,3,3,2,"",0,5,3,2,1523.470631,33.3333333333333
"4691",4782,937,1,2,1,"河南省","郑州市",NA,3,2,114,3,2,1,"2023/1/3",3,5,5,5,1523.470631,38
"4692",4783,2520,1,2,1,"河南省","漯河市",NA,5,1,120,3,1,2,"",0,4,5,3,940.8611666,40
"4693",4784,707,1,4,1,"河南省","洛阳市",NA,5,1,120,6,5,1,"2022/12/23",3,4,4,5,465.5325823,20
"4694",4786,308,2,3,2,"河南省","郑州市",NA,6,1,135,4,3,1,"2022/12/23",3,5,5,5,1523.470631,33.75
"4695",4787,897,1,3,1,"河南省","南阳市",NA,2,3,177,6,5,1,"2022/12/26",4,6,5,6,373.249311,29.5
"4696",4788,2260,1,2,1,"河南省","洛阳市",NA,4,4,153,5,5,1,"2022/12/21",3,5,5,5,465.5325823,30.6
"4697",4789,433,1,3,1,"河南省","信阳市",NA,2,3,123,4,2,1,"2022/12/15",4,5,5,5,334.2033108,30.75
"4698",4790,2223,1,3,1,"河南省","濮阳市",NA,3,4,107,6,5,1,"2023/1/2",4,4,5,5,901,17.8333333333333
"4699",4791,1651,2,2,1,"河南省","商丘市",NA,6,1,175,3,2,1,"2022/12/26",4,6,5,3,746.3227756,58.3333333333333
"4700",4792,791,2,2,1,"河南省","郑州市",NA,5,1,120,3,3,2,"",0,4,5,3,1523.470631,40
"4701",4793,2155,2,3,2,"河南省","安阳市",NA,6,2,150,6,4,1,"2022/12/18",2,4,5,4,776.9506759,25
"4702",4794,2447,2,3,1,"河南省","郑州市",NA,4,4,96,3,3,2,"",0,5,5,7,1523.470631,32
"4703",4795,2356,2,4,1,"河南省","洛阳市",NA,5,2,122,4,4,2,"",0,4,4,5,465.5325823,30.5
"4704",4796,1308,2,2,1,"河南省","郑州市",NA,1,4,150,5,3,1,"2022/12/29",4,6,5,5,1523.470631,30
"4705",4797,57,1,1,2,"河南省","开封市",NA,6,1,149,4,3,1,"2022/12/3",3,5,3,4,752.0092209,37.25
"4706",4798,1801,2,3,1,"河南省","郑州市",NA,2,10,55,5,5,1,"2022/12/20",4,3,4,5,1523.470631,11
"4707",4799,2016,2,5,1,"河南省","开封市",NA,2,5,93,4,4,1,"2023/1/2",4,4,5,5,752.0092209,23.25
"4708",4800,2256,1,1,1,"河南省","南阳市",NA,5,2,84,3,3,1,"2022/12/17",4,2,3,2,373.249311,28
"4709",4801,207,1,2,1,"河南省","郑州市",NA,3,4,81,3,3,1,"2023/1/14",4,3,5,5,1523.470631,27
"4710",4802,801,2,3,1,"河南省","郑州市",NA,3,4,120,4,2,1,"2022/12/24",3,6,5,5,1523.470631,30
"4711",4803,960,1,2,1,"河南省","许昌市",NA,4,10,80,3,3,1,"2022/12/29",4,2,4,4,840.2618039,26.6666666666667
"4712",4804,681,2,2,2,"河南省","开封市",NA,5,2,87,1,NA,2,"",0,2,5,NA,752.0092209,87
"4713",4805,1665,1,2,1,"河南省","郑州市",NA,2,10,78,1,NA,2,"",0,4,5,NA,1523.470631,78
"4714",4806,27,1,2,1,"河南省","郑州市",NA,5,1,105,6,3,1,"2023/1/9",2,5,5,2,1523.470631,17.5
"4715",4807,212,1,2,1,"河南省","郑州市",NA,4,1,120,4,3,1,"2022/12/22",3,4,5,5,1523.470631,30
"4716",4808,1317,2,4,1,"河南省","开封市",NA,1,10,97,7,6,1,"2022/12/20",1,3,4,5,752.0092209,13.8571428571429
"4717",4809,530,2,2,1,"河南省","洛阳市",NA,3,3,88,5,3,1,"2023/1/8",4,2,5,2,465.5325823,17.6
"4718",4810,2104,2,3,1,"河南省","商丘市",NA,2,10,94,3,2,1,"2022/12/15",4,4,5,5,746.3227756,31.3333333333333
"4719",4811,662,2,2,1,"河南省","漯河市",NA,3,2,106,4,2,1,"2022/12/9",3,4,4,4,940.8611666,26.5
"4720",4812,2145,2,2,1,"河南省","平顶山",NA,5,2,120,4,2,1,"2022/12/20",3,4,5,5,622.0844821,30
"4721",4813,166,1,2,1,"河南省","信阳市",NA,3,10,95,4,4,1,"2022/12/19",4,4,6,4,334.2033108,23.75
"4722",4814,652,2,3,1,"河南省","郑州市",NA,3,5,94,4,2,2,"",0,3,5,4,1523.470631,23.5
"4723",4815,2150,1,2,2,"河南省","洛阳市",NA,6,1,134,3,2,1,"2022/12/29",1,3,3,3,465.5325823,44.6666666666667
"4724",4816,1567,2,3,1,"河南省","平顶山",NA,1,3,143,3,2,1,"2022/11/1",4,3,5,3,622.0844821,47.6666666666667
"4725",4817,697,2,2,1,"河南省","郑州市",NA,5,1,100,5,5,1,"2022/12/25",4,5,4,1,1523.470631,20
"4726",4818,1850,1,3,1,"河南省","洛阳市",NA,2,3,123,6,5,1,"2022/12/27",4,5,5,5,465.5325823,20.5
"4727",4819,1851,2,5,1,"河南省","郑州市",NA,1,10,90,2,2,1,"2022/12/15",4,4,3,5,1523.470631,45
"4728",4820,1303,1,3,1,"河南省","漯河市",NA,2,3,145,4,3,1,"2022/12/3",4,5,6,6,940.8611666,36.25
"4729",4821,1667,2,2,2,"河南省","信阳市",NA,6,1,175,5,5,1,"2022/12/17",2,5,5,5,334.2033108,35
"4730",4822,454,2,4,1,"河南省","郑州市",NA,4,2,76,3,3,1,"2022/12/15",4,4,5,6,1523.470631,25.3333333333333
"4731",4823,617,2,1,1,"河南省","南阳市",NA,4,2,130,5,5,1,"2022/12/28",4,5,3,3,373.249311,26
"4732",4824,1718,1,3,1,"河南省","郑州市",NA,2,4,123,4,3,1,"2022/12/20",3,6,5,5,1523.470631,30.75
"4733",4825,1760,1,2,1,"河南省","开封市",NA,5,2,150,5,3,1,"2022/12/25",3,5,5,4,752.0092209,30
"4734",4826,910,2,3,1,"河南省","郑州市",NA,3,10,100,4,2,1,"2022/12/27",3,5,4,5,1523.470631,25
"4735",4827,620,2,4,1,"河南省","郑州市",NA,5,4,89,3,2,1,"2022/12/22",3,4,5,4,1523.470631,29.6666666666667
"4736",4828,1989,1,2,1,"河南省","南阳市",NA,2,4,160,3,3,1,"2022/12/18",3,5,5,6,373.249311,53.3333333333333
